FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2;FECHA;Precipitación: l/m2
11/06/2013;0;22/08/2013;0;02/11/2013;;11/07/2014;0;20/09/2014;0;28/11/2014;;05/02/2015;15.8;07/06/2015;0;07/10/2015;0;05/02/2016;;06/06/2016;0;06/10/2016;0;05/02/2017;4.8;08/06/2017;2.8;07/10/2017;0;05/02/2018;0;07/06/2018;0.4;07/10/2018;0;05/02/2019;0;28/05/2019;0;16/09/2019;0;05/02/2020;0;08/06/2020;0;08/10/2020;0;05/02/2021;;07/06/2021;0;07/10/2021;0;05/02/2022;0;06/06/2022;0;07/10/2022;0;;
12/06/2013;0;23/08/2013;0;03/11/2013;;12/07/2014;0;21/09/2014;0;29/11/2014;25.4;06/02/2015;7.2;08/06/2015;0;08/10/2015;0;06/02/2016;;07/06/2016;0;07/10/2016;0;06/02/2017;1.2;09/06/2017;0;08/10/2017;0;06/02/2018;0.2;08/06/2018;0.4;08/10/2018;0.8;06/02/2019;0;29/05/2019;0;17/09/2019;0;06/02/2020;0;09/06/2020;0;09/10/2020;0;06/02/2021;;08/06/2021;0;08/10/2021;0;06/02/2022;0;07/06/2022;0;08/10/2022;0;;
13/06/2013;0;24/08/2013;0.4;04/11/2013;;13/07/2014;0;22/09/2014;0;30/11/2014;;07/02/2015;1.8;09/06/2015;0.8;09/10/2015;0;07/02/2016;0.4;08/06/2016;0;08/10/2016;0;07/02/2017;5;10/06/2017;0;09/10/2017;0;07/02/2018;0.6;09/06/2018;0.6;09/10/2018;0;07/02/2019;0;30/05/2019;0;18/09/2019;5;07/02/2020;0;10/06/2020;0;10/10/2020;0;07/02/2021;;09/06/2021;0;09/10/2021;0;07/02/2022;0;08/06/2022;0;09/10/2022;0;;
14/06/2013;0;25/08/2013;0;05/11/2013;;14/07/2014;0;23/09/2014;0;01/12/2014;;08/02/2015;0;10/06/2015;15.8;10/10/2015;;08/02/2016;0;09/06/2016;0;09/10/2016;0;08/02/2017;3.8;11/06/2017;0;10/10/2017;0;08/02/2018;0;10/06/2018;0.2;10/10/2018;4.4;08/02/2019;0;31/05/2019;0;19/09/2019;0;08/02/2020;2.8;11/06/2020;10;11/10/2020;0.8;08/02/2021;;10/06/2021;0;10/10/2021;0;08/02/2022;0;09/06/2022;0;10/10/2022;1.4;;
15/06/2013;0;26/08/2013;0;06/11/2013;;15/07/2014;0;24/09/2014;0;02/12/2014;0.8;09/02/2015;0;11/06/2015;10.6;11/10/2015;0;09/02/2016;3.6;10/06/2016;0;10/10/2016;0;09/02/2017;0;12/06/2017;0;11/10/2017;0;09/02/2018;0.8;11/06/2018;1;11/10/2018;2;09/02/2019;0;01/06/2019;0;20/09/2019;19.8;09/02/2020;0;12/06/2020;2.4;12/10/2020;1.4;09/02/2021;;11/06/2021;0;11/10/2021;0;09/02/2022;0;10/06/2022;0;11/10/2022;4.8;;
16/06/2013;0;27/08/2013;0;07/11/2013;;16/07/2014;;25/09/2014;0;03/12/2014;0.8;10/02/2015;0;12/06/2015;1.4;12/10/2015;15.2;10/02/2016;10.4;11/06/2016;0;11/10/2016;0;10/02/2017;0;13/06/2017;0;12/10/2017;0;10/02/2018;0.6;12/06/2018;0.2;12/10/2018;0;10/02/2019;7.2;02/06/2019;0;21/09/2019;2.6;10/02/2020;0;13/06/2020;0.2;13/10/2020;3;10/02/2021;;12/06/2021;0;12/10/2021;0;10/02/2022;0;11/06/2022;0;12/10/2022;0;;
17/06/2013;1;28/08/2013;0;08/11/2013;;17/07/2014;0;26/09/2014;0;04/12/2014;0;11/02/2015;0;13/06/2015;0.2;13/10/2015;0.2;11/02/2016;3.2;12/06/2016;0;12/10/2016;1.2;11/02/2017;3;14/06/2017;;13/10/2017;0;11/02/2018;0;13/06/2018;0;13/10/2018;0;11/02/2019;0;03/06/2019;0;22/09/2019;4.2;11/02/2020;0.4;14/06/2020;0;14/10/2020;11.2;11/02/2021;;13/06/2021;0;13/10/2021;0;11/02/2022;0.2;12/06/2022;0;13/10/2022;0;;
18/06/2013;10.2;29/08/2013;0;09/11/2013;;18/07/2014;0;27/09/2014;0;05/12/2014;0.4;12/02/2015;0;14/06/2015;29.4;14/10/2015;0;12/02/2016;10.4;13/06/2016;0;13/10/2016;3.4;12/02/2017;0.4;15/06/2017;0;14/10/2017;0;12/02/2018;0;14/06/2018;0;14/10/2018;18.8;12/02/2019;0;04/06/2019;0;23/09/2019;0;12/02/2020;0.2;15/06/2020;0;15/10/2020;1;12/02/2021;4.4;14/06/2021;2.4;14/10/2021;0;12/02/2022;0;13/06/2022;0;14/10/2022;0;;
19/06/2013;12.6;30/08/2013;0;10/11/2013;;19/07/2014;1;28/09/2014;0;06/12/2014;13;13/02/2015;1;15/06/2015;0;15/10/2015;0;13/02/2016;5.2;14/06/2016;1.4;14/10/2016;0;13/02/2017;2;16/06/2017;0;15/10/2017;0;13/02/2018;0;15/06/2018;0;15/10/2018;0;13/02/2019;0;05/06/2019;7.2;24/09/2019;0;13/02/2020;0;16/06/2020;12.8;16/10/2020;0.6;13/02/2021;0;15/06/2021;1;15/10/2021;0;13/02/2022;0;14/06/2022;0;15/10/2022;0;;
20/06/2013;3.8;31/08/2013;0;11/11/2013;;20/07/2014;1.8;29/09/2014;0;07/12/2014;3.6;14/02/2015;4.8;16/06/2015;0;16/10/2015;0;14/02/2016;2.6;15/06/2016;6.4;15/10/2016;0;14/02/2017;0;17/06/2017;0;16/10/2017;0;14/02/2018;0;16/06/2018;0;16/10/2018;0;14/02/2019;0;06/06/2019;0;25/09/2019;0;14/02/2020;0;17/06/2020;0;17/10/2020;0;14/02/2021;0;16/06/2021;4.4;16/10/2021;0;14/02/2022;0.6;15/06/2022;0;16/10/2022;0;;
21/06/2013;2.8;01/09/2013;0;12/11/2013;;21/07/2014;;30/09/2014;0;08/12/2014;0.6;15/02/2015;3.2;17/06/2015;0;17/10/2015;2;15/02/2016;19;16/06/2016;5.2;16/10/2016;0;16/02/2017;0;18/06/2017;0;17/10/2017;0.2;15/02/2018;0;17/06/2018;0;17/10/2018;0;15/02/2019;0;07/06/2019;1;26/09/2019;0;15/02/2020;0;18/06/2020;2.4;18/10/2020;0;15/02/2021;0;17/06/2021;7.6;17/10/2021;1.2;15/02/2022;0.2;16/06/2022;0;17/10/2022;2.2;;
22/06/2013;0;02/09/2013;0;13/11/2013;;22/07/2014;0;01/10/2014;0;09/12/2014;3;16/02/2015;2.6;18/06/2015;0;18/10/2015;0.4;16/02/2016;1.6;17/06/2016;8.8;17/10/2016;0.6;17/02/2017;0;19/06/2017;5.2;18/10/2017;11.4;16/02/2018;0;18/06/2018;0;18/10/2018;1;16/02/2019;0;08/06/2019;0;27/09/2019;0;16/02/2020;0;19/06/2020;0;19/10/2020;0;16/02/2021;0;18/06/2021;10.4;18/10/2021;0;16/02/2022;0;17/06/2022;0;18/10/2022;0;;
23/06/2013;0.4;03/09/2013;0;14/11/2013;;23/07/2014;0;02/10/2014;0;10/12/2014;0;17/02/2015;3.2;19/06/2015;0;19/10/2015;16.4;17/02/2016;0.2;18/06/2016;0;18/10/2016;1.2;18/02/2017;0;20/06/2017;0;19/10/2017;2.4;17/02/2018;2.6;19/06/2018;0;19/10/2018;0;17/02/2019;0;09/06/2019;0;28/09/2019;0;17/02/2020;4;20/06/2020;0;20/10/2020;8;17/02/2021;0;19/06/2021;0.2;19/10/2021;0;17/02/2022;0;18/06/2022;0;19/10/2022;0.2;;
24/06/2013;0;04/09/2013;0;15/11/2013;;24/07/2014;1.6;03/10/2014;;11/12/2014;0.4;18/02/2015;0.4;20/06/2015;0;20/10/2015;;18/02/2016;0.8;19/06/2016;0;19/10/2016;0;19/02/2017;0;21/06/2017;0;20/10/2017;0;18/02/2018;0;20/06/2018;0;20/10/2018;0;18/02/2019;0;10/06/2019;0.8;29/09/2019;0;18/02/2020;0.2;21/06/2020;0;21/10/2020;5.6;18/02/2021;0.4;20/06/2021;0;20/10/2021;0;18/02/2022;0;19/06/2022;0;20/10/2022;3.4;;
25/06/2013;0;05/09/2013;4.2;16/11/2013;;25/07/2014;0.2;04/10/2014;;12/12/2014;0;19/02/2015;0;21/06/2015;0;21/10/2015;;19/02/2016;0;20/06/2016;0;20/10/2016;0;20/02/2017;0;22/06/2017;0;21/10/2017;3.2;19/02/2018;0.2;21/06/2018;0;21/10/2018;0;19/02/2019;0;11/06/2019;3;30/09/2019;0;19/02/2020;0;22/06/2020;0;22/10/2020;5.4;19/02/2021;0;21/06/2021;5;21/10/2021;0.4;19/02/2022;0;20/06/2022;0;21/10/2022;0;;
26/06/2013;0;06/09/2013;0.6;17/11/2013;;26/07/2014;;05/10/2014;;13/12/2014;3;20/02/2015;0.6;22/06/2015;0.6;22/10/2015;;20/02/2016;0;21/06/2016;0;21/10/2016;0;21/02/2017;0;23/06/2017;0;22/10/2017;0;20/02/2018;1.4;22/06/2018;0;22/10/2018;0;20/02/2019;0;12/06/2019;0;01/11/2019;2.8;20/02/2020;0;23/06/2020;0;23/10/2020;3.8;20/02/2021;0;22/06/2021;0.2;22/10/2021;0;20/02/2022;0;21/06/2022;0;22/10/2022;1;;
27/06/2013;0;07/09/2013;5.8;18/11/2013;;27/07/2014;0;06/10/2014;;14/12/2014;9.4;21/02/2015;7.4;23/06/2015;0.2;23/10/2015;0;21/02/2016;0;22/06/2016;0;22/10/2016;0;22/02/2017;0;24/06/2017;0;23/10/2017;0;21/02/2018;0.4;23/06/2018;0;23/10/2018;;21/02/2019;0;13/06/2019;0;02/11/2019;0.2;21/02/2020;0;24/06/2020;0;24/10/2020;0;21/02/2021;0.6;23/06/2021;0.4;23/10/2021;0;21/02/2022;0;22/06/2022;0;23/10/2022;0;;
28/06/2013;0;08/09/2013;0.4;19/11/2013;;28/07/2014;;07/10/2014;0;15/12/2014;0;22/02/2015;1.8;24/06/2015;0;24/10/2015;;22/02/2016;0;23/06/2016;1.2;23/10/2016;0.8;23/02/2017;0;25/06/2017;1.6;24/10/2017;0;22/02/2018;0;24/06/2018;0;24/10/2018;;22/02/2019;0;14/06/2019;0;03/11/2019;7.6;22/02/2020;0;25/06/2020;0.4;25/10/2020;6.6;22/02/2021;32.4;24/06/2021;0;24/10/2021;0;22/02/2022;0;23/06/2022;0;24/10/2022;0;;
29/06/2013;0;09/09/2013;0;20/11/2013;;29/07/2014;0.4;08/10/2014;0;16/12/2014;2.8;23/02/2015;11.6;25/06/2015;0;25/10/2015;0;23/02/2016;0;24/06/2016;0;24/10/2016;0;24/02/2017;0;26/06/2017;6.6;25/10/2017;0;23/02/2018;0;25/06/2018;0;25/10/2018;;23/02/2019;0;15/06/2019;0;04/11/2019;1.6;23/02/2020;0;26/06/2020;0;26/10/2020;0.6;23/02/2021;0;25/06/2021;0;25/10/2021;0;23/02/2022;0.8;24/06/2022;0;25/10/2022;0;;
30/06/2013;0;10/09/2013;0;22/11/2013;;30/07/2014;0;09/10/2014;0;17/12/2014;0.2;24/02/2015;8.8;26/06/2015;0;26/10/2015;0;24/02/2016;0;25/06/2016;0;25/10/2016;1.2;25/02/2017;0;27/06/2017;0.8;26/10/2017;0;24/02/2018;0;26/06/2018;0;26/10/2018;;24/02/2019;0;16/06/2019;0;05/11/2019;10.2;24/02/2020;0;27/06/2020;0;27/10/2020;0;24/02/2021;0;26/06/2021;0;26/10/2021;0;24/02/2022;0;25/06/2022;0;26/10/2022;0;;
01/07/2013;0;11/09/2013;0;23/11/2013;;31/07/2014;0;10/10/2014;0;18/12/2014;0;25/02/2015;5.4;27/06/2015;0;27/10/2015;;25/02/2016;0.2;26/06/2016;0;26/10/2016;0;26/02/2017;0;28/06/2017;11.8;27/10/2017;0;25/02/2018;0;27/06/2018;3.2;27/10/2018;;25/02/2019;0;17/06/2019;0;06/11/2019;1.2;25/02/2020;0;28/06/2020;0;28/10/2020;0;25/02/2021;0;27/06/2021;0;27/10/2021;0;25/02/2022;0.8;26/06/2022;0;27/10/2022;0;;
02/07/2013;0;12/09/2013;0;24/11/2013;;01/08/2014;0;11/10/2014;;19/12/2014;0;26/02/2015;1;28/06/2015;0;28/10/2015;0;26/02/2016;9.4;27/06/2016;0;27/10/2016;0;27/02/2017;0;29/06/2017;2.2;28/10/2017;0;26/02/2018;0;28/06/2018;0;28/10/2018;;26/02/2019;0;18/06/2019;;07/11/2019;9.8;26/02/2020;0;29/06/2020;0;29/10/2020;0;26/02/2021;0;28/06/2021;1.2;28/10/2021;0;26/02/2022;0;27/06/2022;0;28/10/2022;0;;
03/07/2013;0;13/09/2013;0;25/11/2013;;02/08/2014;3.2;12/10/2014;8;20/12/2014;0.2;27/02/2015;3.4;29/06/2015;0;29/10/2015;;27/02/2016;12;28/06/2016;0;28/10/2016;0;28/02/2017;3.8;30/06/2017;0.4;29/10/2017;0;27/02/2018;0;29/06/2018;0.6;29/10/2018;;27/02/2019;0;19/06/2019;;08/11/2019;12.4;27/02/2020;0;30/06/2020;0;30/10/2020;0;27/02/2021;0;29/06/2021;0;29/10/2021;10.4;27/02/2022;0.6;28/06/2022;0;29/10/2022;0;;
04/07/2013;0;14/09/2013;0;26/11/2013;;03/08/2014;1.4;13/10/2014;2.8;21/12/2014;0.2;28/02/2015;0;30/06/2015;;30/10/2015;;28/02/2016;10.6;29/06/2016;0;29/10/2016;0;01/03/2017;0;01/07/2017;0;30/10/2017;0;28/02/2018;17;30/06/2018;9.4;30/10/2018;;28/02/2019;0;20/06/2019;1.2;09/11/2019;6.2;28/02/2020;0;01/07/2020;4;31/10/2020;0;28/02/2021;8.8;30/06/2021;0;30/10/2021;13.4;28/02/2022;0;29/06/2022;0;30/10/2022;2.8;;
05/07/2013;0;15/09/2013;0;27/11/2013;;04/08/2014;0.2;14/10/2014;;22/12/2014;0;01/03/2015;0;01/07/2015;0;31/10/2015;;29/02/2016;0;30/06/2016;0;30/10/2016;0;02/03/2017;0;02/07/2017;0;31/10/2017;0;01/03/2018;1.8;01/07/2018;2;31/10/2018;;01/03/2019;0;21/06/2019;3.8;10/11/2019;27.8;29/02/2020;0;02/07/2020;0;01/11/2020;0;01/03/2021;0;01/07/2021;0;31/10/2021;6.2;01/03/2022;0;30/06/2022;0;31/10/2022;0.4;;
06/07/2013;0;16/09/2013;0;28/11/2013;;05/08/2014;0;15/10/2014;3.8;23/12/2014;0;02/03/2015;3;02/07/2015;0;01/11/2015;;01/03/2016;0;01/07/2016;0;31/10/2016;0;03/03/2017;0.2;03/07/2017;0;01/11/2017;0;02/03/2018;6.8;02/07/2018;0.2;01/11/2018;;02/03/2019;0;22/06/2019;0;11/11/2019;3;01/03/2020;3.2;03/07/2020;0;02/11/2020;0;02/03/2021;0;02/07/2021;0;01/11/2021;3.8;02/03/2022;3.4;01/07/2022;0;01/11/2022;0;;
07/07/2013;0;17/09/2013;0.2;29/11/2013;;06/08/2014;0;16/10/2014;1;24/12/2014;0;03/03/2015;3.4;03/07/2015;0;02/11/2015;;02/03/2016;1.6;02/07/2016;0;01/11/2016;0;04/03/2017;0;04/07/2017;0;02/11/2017;0;03/03/2018;0;03/07/2018;0.4;02/11/2018;;03/03/2019;0;23/06/2019;0;12/11/2019;2;02/03/2020;15.2;04/07/2020;0;03/11/2020;2.4;03/03/2021;0;03/07/2021;0;02/11/2021;10.6;03/03/2022;13.6;02/07/2022;0;02/11/2022;0;;
08/07/2013;0;18/09/2013;0;30/11/2013;;07/08/2014;0;17/10/2014;0;25/12/2014;0.6;04/03/2015;2.6;04/07/2015;0;03/11/2015;;03/03/2016;0.2;03/07/2016;0;02/11/2016;0;05/03/2017;0.8;05/07/2017;0;03/11/2017;0.2;04/03/2018;2.6;04/07/2018;15.6;03/11/2018;;04/03/2019;0;24/06/2019;0;13/11/2019;7.4;03/03/2020;5.2;05/07/2020;0;04/11/2020;0.4;04/03/2021;0;04/07/2021;0;03/11/2021;0.2;04/03/2022;1;03/07/2022;0;03/11/2022;0.2;;
09/07/2013;0;19/09/2013;0;01/12/2013;;08/08/2014;0;18/10/2014;0;26/12/2014;0;05/03/2015;0.2;05/07/2015;0;04/11/2015;0;04/03/2016;8.6;04/07/2016;0.8;03/11/2016;0;06/03/2017;0.2;06/07/2017;0;04/11/2017;3.6;05/03/2018;1.2;05/07/2018;0.2;04/11/2018;0;05/03/2019;0;25/06/2019;0;14/11/2019;11.6;04/03/2020;0;06/07/2020;0;05/11/2020;0;05/03/2021;0;05/07/2021;0;04/11/2021;0;05/03/2022;0;04/07/2022;0;04/11/2022;0.2;;
10/07/2013;0;20/09/2013;0;02/12/2013;;09/08/2014;0;19/10/2014;0;27/12/2014;8.2;06/03/2015;0;06/07/2015;0;05/11/2015;;05/03/2016;0.2;05/07/2016;0;04/11/2016;0.6;07/03/2017;0;07/07/2017;0.6;05/11/2017;0.4;06/03/2018;1.2;06/07/2018;0;05/11/2018;4.6;06/03/2019;5.2;26/06/2019;0;15/11/2019;6.2;08/03/2020;0.2;07/07/2020;0;06/11/2020;0;06/03/2021;0.2;06/07/2021;0.4;05/11/2021;3;06/03/2022;0.4;05/07/2022;0;05/11/2022;0.2;;
11/07/2013;0;21/09/2013;0;03/12/2013;;10/08/2014;0;20/10/2014;0;28/12/2014;14.4;07/03/2015;0;07/07/2015;0;06/11/2015;;06/03/2016;0.2;06/07/2016;0;05/11/2016;16.2;08/03/2017;0;08/07/2017;0.8;06/11/2017;2;07/03/2018;0;07/07/2018;6.4;06/11/2018;0.8;07/03/2019;1;27/06/2019;0;16/11/2019;0;09/03/2020;0.4;08/07/2020;0;07/11/2020;21.2;07/03/2021;0;07/07/2021;1.6;06/11/2021;0;07/03/2022;0.2;06/07/2022;0;06/11/2022;0;;
12/07/2013;25.8;22/09/2013;0;04/12/2013;;11/08/2014;0;21/10/2014;0;29/12/2014;0;08/03/2015;0;08/07/2015;0;07/11/2015;0;07/03/2016;2.4;07/07/2016;5.4;06/11/2016;0;09/03/2017;0;09/07/2017;0;07/11/2017;0;08/03/2018;0;08/07/2018;17.4;07/11/2018;0;08/03/2019;0.8;28/06/2019;0;17/11/2019;0.6;10/03/2020;0;09/07/2020;0.2;08/11/2020;0;08/03/2021;0;08/07/2021;0;07/11/2021;0;08/03/2022;0.4;07/07/2022;0;07/11/2022;0;;
13/07/2013;0;23/09/2013;0;05/12/2013;;12/08/2014;0;22/10/2014;0;30/12/2014;0;09/03/2015;0;09/07/2015;0;08/11/2015;0;08/03/2016;4.8;08/07/2016;0;07/11/2016;0;10/03/2017;0;10/07/2017;2.8;08/11/2017;2;09/03/2018;0.2;09/07/2018;0;08/11/2018;3;09/03/2019;0;29/06/2019;0;18/11/2019;1.2;11/03/2020;0;10/07/2020;0;09/11/2020;0;09/03/2021;0;09/07/2021;0;08/11/2021;0;09/03/2022;0;08/07/2022;0;08/11/2022;0;;
14/07/2013;0;24/09/2013;0;06/12/2013;;13/08/2014;2.2;23/10/2014;0;31/12/2014;0;10/03/2015;0;10/07/2015;0;09/11/2015;0;09/03/2016;10;09/07/2016;0;08/11/2016;1.8;11/03/2017;0;11/07/2017;0;09/11/2017;0;10/03/2018;0;10/07/2018;0;09/11/2018;0.2;10/03/2019;0;30/06/2019;0;19/11/2019;0;12/03/2020;0;11/07/2020;0;10/11/2020;0;10/03/2021;0;10/07/2021;0;09/11/2021;0;10/03/2022;3.2;09/07/2022;0;09/11/2022;0;;
15/07/2013;0;25/09/2013;;07/12/2013;;14/08/2014;0;;;;;11/03/2015;0;11/07/2015;0;10/11/2015;0.2;10/03/2016;32.4;10/07/2016;0;09/11/2016;0.6;12/03/2017;2.8;12/07/2017;0;10/11/2017;0;11/03/2018;0;11/07/2018;0.8;10/11/2018;0.2;11/03/2019;0;01/07/2019;3.4;20/11/2019;0;13/03/2020;0;12/07/2020;9.8;11/11/2020;0;11/03/2021;0.4;11/07/2021;0;10/11/2021;0;11/03/2022;1;10/07/2022;0;10/11/2022;0.2;;
16/07/2013;27.6;26/09/2013;;08/12/2013;;;;;;;;12/03/2015;;12/07/2015;0;11/11/2015;0.2;11/03/2016;1;11/07/2016;0;10/11/2016;0;13/03/2017;0.6;13/07/2017;0;11/11/2017;0;12/03/2018;0.4;12/07/2018;0;11/11/2018;1;12/03/2019;0;02/07/2019;0;21/11/2019;0.2;14/03/2020;0;13/07/2020;0;12/11/2020;0;12/03/2021;3.6;12/07/2021;0;11/11/2021;0;12/03/2022;0.2;11/07/2022;0;11/11/2022;0;;
17/07/2013;;27/09/2013;0;09/12/2013;;;;;;;;13/03/2015;0;13/07/2015;0;12/11/2015;0.2;12/03/2016;0;12/07/2016;0;11/11/2016;0;14/03/2017;0;14/07/2017;0;12/11/2017;0;13/03/2018;0.2;13/07/2018;1.6;12/11/2018;3.4;13/03/2019;1.6;03/07/2019;3.4;22/11/2019;5.4;15/03/2020;6.2;14/07/2020;0;13/11/2020;0;13/03/2021;0;13/07/2021;0;12/11/2021;0;13/03/2022;5;12/07/2022;0;12/11/2022;0;;
;;;;;;;;;;;;14/03/2015;;14/07/2015;0;13/11/2015;;13/03/2016;0;13/07/2016;0;12/11/2016;1.4;15/03/2017;0;15/07/2017;0;13/11/2017;0.4;14/03/2018;9.6;14/07/2018;0.4;13/11/2018;0;14/03/2019;0;04/07/2019;0.6;23/11/2019;3.6;16/03/2020;25.2;15/07/2020;0;14/11/2020;0;14/03/2021;1.2;14/07/2021;0;13/11/2021;0;14/03/2022;0.8;13/07/2022;0;13/11/2022;0;;
;;;;;;;;;;;;15/03/2015;;15/07/2015;0;14/11/2015;;14/03/2016;7.6;14/07/2016;0;13/11/2016;1.2;16/03/2017;0;16/07/2017;0;14/11/2017;0;15/03/2018;0.8;15/07/2018;15.2;14/11/2018;0;15/03/2019;0;05/07/2019;0;24/11/2019;0.8;17/03/2020;2.8;16/07/2020;0;15/11/2020;13;15/03/2021;0;15/07/2021;0;14/11/2021;2.8;15/03/2022;0;14/07/2022;0;14/11/2022;1.4;;
